Ticker,AMD,BAYN.DE,CRWD,NVDA,P911.DE,PLTR,RHM.DE,SAP.DE,SNOW
AMD,0.2535698014176135,0.011418265914860622,0.10768127864300607,0.18321644439756263,0.02138269773021582,0.14350532532936042,0.005272597331220777,0.029570080023194594,0.10250147010252507
BAYN.DE,0.011418265914860622,0.09855036036029446,0.002600844168061397,0.0007849582340746509,0.026568905839179344,0.007054258121948314,0.013604263944618139,0.012696159740954878,0.01026972690729257
CRWD,0.10768127864300607,0.002600844168061397,0.2261882003990646,0.11903537288578807,0.010193004898685899,0.1518006336078119,0.017111969673245683,0.029797694174996045,0.13163230709412965
NVDA,0.18321644439756263,0.0007849582340746509,0.11903537288578807,0.28581232503839,0.018100751844420455,0.15391375850887262,0.010429483562931625,0.03424736574790528,0.10299668140356427
P911.DE,0.02138269773021582,0.026568905839179344,0.010193004898685899,0.018100751844420455,0.08741992663889862,0.015973684046401797,0.0028279145116865143,0.01772542319088413,0.016480330450151816
PLTR,0.14350532532936042,0.007054258121948314,0.1518006336078119,0.15391375850887262,0.015973684046401797,0.472147220560145,0.014688014566451163,0.036014412129757076,0.16053464282965887
RHM.DE,0.005272597331220777,0.013604263944618139,0.017111969673245683,0.010429483562931625,0.0028279145116865143,0.014688014566451163,0.1476564653128464,0.01802752980226015,0.01086999470951857
SAP.DE,0.029570080023194594,0.012696159740954878,0.029797694174996045,0.03424736574790528,0.01772542319088413,0.036014412129757076,0.01802752980226015,0.05796793718219135,0.032477935547002415
SNOW,0.10250147010252507,0.01026972690729257,0.13163230709412965,0.10299668140356427,0.016480330450151816,0.16053464282965887,0.01086999470951857,0.032477935547002415,0.30842748100723233
