Ticker,AMD,BAYN.DE,CRWD,NVDA,P911.DE,PLTR,RHM.DE,SAP.DE,SNOW
AMD,0.2535698014176135,0.011418272376109243,0.10768127864300607,0.18321648279705025,0.021382703412274353,0.14350532532936042,0.005272651484582889,0.029570080023194594,0.10250147010252507
BAYN.DE,0.011418272376109243,0.09855037729622748,0.002600867296922018,0.0007849297140881335,0.026568914601985492,0.007054269953961181,0.013604274938821957,0.012696166024159997,0.01026974542949757
CRWD,0.10768127864300607,0.002600867296922018,0.2261882003990646,0.11903540876455633,0.010193023600178073,0.1518006336078119,0.017111995558437423,0.029797694174996045,0.13163230709412965
NVDA,0.18321648279705025,0.0007849297140881335,0.11903540876455633,0.2858123586641897,0.018100729087539943,0.15391380102498262,0.010429456267077128,0.03424738758330526,0.10299675456074331
P911.DE,0.021382703412274353,0.026568914601985492,0.010193023600178073,0.018100729087539943,0.08741990671208134,0.015973689094107412,0.0028278952392275214,0.0177254217698697,0.016480355696214966
PLTR,0.14350532532936042,0.007054269953961181,0.1518006336078119,0.15391380102498262,0.015973689094107412,0.472147220560145,0.014688037765958577,0.036014412129757076,0.16053464282965887
RHM.DE,0.005272651484582889,0.013604274938821957,0.017111995558437423,0.010429456267077128,0.0028278952392275214,0.014688037765958577,0.14765643186655372,0.018027517381724444,0.010870020642253552
SAP.DE,0.029570080023194594,0.012696166024159997,0.029797694174996045,0.03424738758330526,0.0177254217698697,0.036014412129757076,0.018027517381724444,0.05796793718219135,0.032477935547002415
SNOW,0.10250147010252507,0.01026974542949757,0.13163230709412965,0.10299675456074331,0.016480355696214966,0.16053464282965887,0.010870020642253552,0.032477935547002415,0.30842748100723233
